completed 1/150, Solved: False, number of success = 0/1, acc = 0.0
completed 62/150, Solved: False, number of success = 8/62, acc = 12.9
completed 63/150, Solved: False, number of success = 8/63, acc = 12.7
completed 64/150, Solved: False, number of success = 8/64, acc = 12.5
completed 65/150, Solved: False, number of success = 8/65, acc = 12.31
completed 66/150, Solved: False, number of success = 8/66, acc = 12.12
completed 67/150, Solved: False, number of success = 8/67, acc = 11.94
completed 68/150, Solved: False, number of success = 8/68, acc = 11.76
completed 69/150, Solved: False, number of success = 8/69, acc = 11.59
completed 70/150, Solved: False, number of success = 8/70, acc = 11.43
completed 71/150, Solved: False, number of success = 8/71, acc = 11.27
completed 72/150, Solved: False, number of success = 8/72, acc = 11.11
completed 73/150, Solved: False, number of success = 8/73, acc = 10.96
completed 74/150, Solved: False, number of success = 8/74, acc = 10.81
completed 75/150, Solved: False, number of success = 8/75, acc = 10.67
completed 76/150, Solved: False, number of success = 8/76, acc = 10.53
completed 77/150, Solved: False, number of success = 8/77, acc = 10.39
completed 78/150, Solved: False, number of success = 8/78, acc = 10.26
completed 79/150, Solved: False, number of success = 8/79, acc = 10.13
completed 80/150, Solved: False, number of success = 8/80, acc = 10.0
completed 81/150, Solved: False, number of success = 8/81, acc = 9.88
completed 82/150, Solved: False, number of success = 8/82, acc = 9.76
completed 83/150, Solved: False, number of success = 8/83, acc = 9.64
completed 84/150, Solved: False, number of success = 8/84, acc = 9.52
completed 85/150, Solved: False, number of success = 8/85, acc = 9.41
completed 86/150, Solved: False, number of success = 8/86, acc = 9.3
completed 87/150, Solved: False, number of success = 8/87, acc = 9.2
completed 88/150, Solved: False, number of success = 8/88, acc = 9.09
completed 89/150, Solved: False, number of success = 8/89, acc = 8.99
completed 90/150, Solved: False, number of success = 8/90, acc = 8.89
completed 91/150, Solved: False, number of success = 8/91, acc = 8.79
completed 92/150, Solved: False, number of success = 8/92, acc = 8.7
completed 93/150, Solved: False, number of success = 8/93, acc = 8.6
completed 94/150, Solved: False, number of success = 8/94, acc = 8.51
completed 95/150, Solved: False, number of success = 8/95, acc = 8.42
completed 96/150, Solved: False, number of success = 8/96, acc = 8.33
completed 97/150, Solved: False, number of success = 8/97, acc = 8.25
completed 98/150, Solved: False, number of success = 8/98, acc = 8.16
completed 99/150, Solved: False, number of success = 8/99, acc = 8.08
completed 100/150, Solved: False, number of success = 8/100, acc = 8.0
completed 101/150, Solved: False, number of success = 8/101, acc = 7.92
completed 102/150, Solved: False, number of success = 8/102, acc = 7.84
completed 103/150, Solved: True, number of success = 9/103, acc = 8.74
completed 104/150, Solved: True, number of success = 10/104, acc = 9.62
completed 105/150, Solved: True, number of success = 11/105, acc = 10.48
completed 106/150, Solved: False, number of success = 11/106, acc = 10.38
completed 107/150, Solved: False, number of success = 11/107, acc = 10.28
completed 108/150, Solved: False, number of success = 11/108, acc = 10.19
completed 109/150, Solved: False, number of success = 11/109, acc = 10.09
completed 110/150, Solved: True, number of success = 12/110, acc = 10.91
completed 111/150, Solved: False, number of success = 12/111, acc = 10.81
completed 112/150, Solved: False, number of success = 12/112, acc = 10.71
completed 113/150, Solved: True, number of success = 13/113, acc = 11.5
completed 114/150, Solved: False, number of success = 13/114, acc = 11.4
completed 115/150, Solved: False, number of success = 13/115, acc = 11.3
completed 116/150, Solved: True, number of success = 14/116, acc = 12.07
completed 117/150, Solved: True, number of success = 15/117, acc = 12.82
completed 118/150, Solved: False, number of success = 15/118, acc = 12.71
completed 119/150, Solved: False, number of success = 15/119, acc = 12.61
completed 120/150, Solved: False, number of success = 15/120, acc = 12.5
completed 121/150, Solved: True, number of success = 16/121, acc = 13.22
completed 122/150, Solved: False, number of success = 16/122, acc = 13.11
completed 123/150, Solved: True, number of success = 17/123, acc = 13.82
completed 124/150, Solved: False, number of success = 17/124, acc = 13.71
completed 125/150, Solved: False, number of success = 17/125, acc = 13.6
completed 126/150, Solved: False, number of success = 17/126, acc = 13.49
completed 127/150, Solved: False, number of success = 17/127, acc = 13.39
completed 128/150, Solved: True, number of success = 18/128, acc = 14.06
completed 129/150, Solved: True, number of success = 19/129, acc = 14.73
completed 130/150, Solved: False, number of success = 19/130, acc = 14.62
completed 131/150, Solved: False, number of success = 19/131, acc = 14.5
completed 132/150, Solved: False, number of success = 19/132, acc = 14.39
completed 133/150, Solved: False, number of success = 19/133, acc = 14.29
completed 134/150, Solved: False, number of success = 19/134, acc = 14.18
completed 135/150, Solved: False, number of success = 19/135, acc = 14.07
completed 136/150, Solved: False, number of success = 19/136, acc = 13.97
completed 137/150, Solved: False, number of success = 19/137, acc = 13.87
completed 138/150, Solved: False, number of success = 19/138, acc = 13.77
completed 139/150, Solved: False, number of success = 19/139, acc = 13.67
completed 140/150, Solved: False, number of success = 19/140, acc = 13.57
completed 141/150, Solved: False, number of success = 19/141, acc = 13.48
completed 142/150, Solved: True, number of success = 20/142, acc = 14.08
completed 143/150, Solved: False, number of success = 20/143, acc = 13.99
completed 144/150, Solved: False, number of success = 20/144, acc = 13.89
completed 145/150, Solved: True, number of success = 21/145, acc = 14.48
completed 146/150, Solved: True, number of success = 22/146, acc = 15.07
completed 147/150, Solved: False, number of success = 22/147, acc = 14.97
completed 148/150, Solved: False, number of success = 22/148, acc = 14.86
completed 149/150, Solved: False, number of success = 22/149, acc = 14.77
completed 150/150, Solved: False, number of success = 22/150, acc = 14.67

##################################################
Experiment end results/APPS/SelfPlanning/gpt-4o/Python3-0.0-0.95-1/Run-1, Time: 2025-12-06 12:04:20.661584
###################################################

