completed 1/150, Solved: False, number of success = 0/1, acc = 0.0
completed 62/150, Solved: True, number of success = 12/62, acc = 19.35
completed 63/150, Solved: False, number of success = 12/63, acc = 19.05
completed 64/150, Solved: False, number of success = 12/64, acc = 18.75
completed 65/150, Solved: False, number of success = 12/65, acc = 18.46
completed 66/150, Solved: False, number of success = 12/66, acc = 18.18
completed 67/150, Solved: False, number of success = 12/67, acc = 17.91
completed 68/150, Solved: False, number of success = 12/68, acc = 17.65
completed 69/150, Solved: False, number of success = 12/69, acc = 17.39
completed 70/150, Solved: False, number of success = 12/70, acc = 17.14
completed 71/150, Solved: False, number of success = 12/71, acc = 16.9
completed 72/150, Solved: False, number of success = 12/72, acc = 16.67
completed 73/150, Solved: False, number of success = 12/73, acc = 16.44
completed 74/150, Solved: False, number of success = 12/74, acc = 16.22
completed 75/150, Solved: False, number of success = 12/75, acc = 16.0
completed 76/150, Solved: False, number of success = 12/76, acc = 15.79
completed 77/150, Solved: False, number of success = 12/77, acc = 15.58
completed 78/150, Solved: False, number of success = 12/78, acc = 15.38
completed 79/150, Solved: False, number of success = 12/79, acc = 15.19
completed 80/150, Solved: True, number of success = 13/80, acc = 16.25
completed 81/150, Solved: False, number of success = 13/81, acc = 16.05
completed 82/150, Solved: False, number of success = 13/82, acc = 15.85
completed 83/150, Solved: False, number of success = 13/83, acc = 15.66
completed 84/150, Solved: False, number of success = 13/84, acc = 15.48
completed 85/150, Solved: False, number of success = 13/85, acc = 15.29
completed 86/150, Solved: False, number of success = 13/86, acc = 15.12
completed 87/150, Solved: False, number of success = 13/87, acc = 14.94
completed 88/150, Solved: True, number of success = 14/88, acc = 15.91
completed 89/150, Solved: False, number of success = 14/89, acc = 15.73
completed 90/150, Solved: False, number of success = 14/90, acc = 15.56
completed 91/150, Solved: False, number of success = 14/91, acc = 15.38
completed 92/150, Solved: False, number of success = 14/92, acc = 15.22
completed 93/150, Solved: False, number of success = 14/93, acc = 15.05
completed 94/150, Solved: False, number of success = 14/94, acc = 14.89
completed 95/150, Solved: False, number of success = 14/95, acc = 14.74
completed 96/150, Solved: False, number of success = 14/96, acc = 14.58
completed 97/150, Solved: False, number of success = 14/97, acc = 14.43
completed 98/150, Solved: False, number of success = 14/98, acc = 14.29
completed 99/150, Solved: False, number of success = 14/99, acc = 14.14
completed 100/150, Solved: False, number of success = 14/100, acc = 14.0
completed 101/150, Solved: False, number of success = 14/101, acc = 13.86
completed 102/150, Solved: False, number of success = 14/102, acc = 13.73
completed 103/150, Solved: True, number of success = 15/103, acc = 14.56
completed 104/150, Solved: False, number of success = 15/104, acc = 14.42
completed 105/150, Solved: True, number of success = 16/105, acc = 15.24
completed 106/150, Solved: False, number of success = 16/106, acc = 15.09
completed 107/150, Solved: False, number of success = 16/107, acc = 14.95
completed 108/150, Solved: True, number of success = 17/108, acc = 15.74
completed 109/150, Solved: False, number of success = 17/109, acc = 15.6
completed 110/150, Solved: True, number of success = 18/110, acc = 16.36
completed 111/150, Solved: False, number of success = 18/111, acc = 16.22
completed 112/150, Solved: False, number of success = 18/112, acc = 16.07
completed 113/150, Solved: True, number of success = 19/113, acc = 16.81
completed 114/150, Solved: False, number of success = 19/114, acc = 16.67
completed 115/150, Solved: False, number of success = 19/115, acc = 16.52
completed 116/150, Solved: False, number of success = 19/116, acc = 16.38
completed 117/150, Solved: True, number of success = 20/117, acc = 17.09
completed 118/150, Solved: False, number of success = 20/118, acc = 16.95
completed 119/150, Solved: False, number of success = 20/119, acc = 16.81
completed 120/150, Solved: False, number of success = 20/120, acc = 16.67
completed 121/150, Solved: False, number of success = 20/121, acc = 16.53
completed 122/150, Solved: False, number of success = 20/122, acc = 16.39
completed 123/150, Solved: False, number of success = 20/123, acc = 16.26
completed 124/150, Solved: False, number of success = 20/124, acc = 16.13
completed 125/150, Solved: False, number of success = 20/125, acc = 16.0
completed 126/150, Solved: False, number of success = 20/126, acc = 15.87
completed 127/150, Solved: False, number of success = 20/127, acc = 15.75
completed 128/150, Solved: False, number of success = 20/128, acc = 15.62
completed 129/150, Solved: True, number of success = 21/129, acc = 16.28
completed 130/150, Solved: False, number of success = 21/130, acc = 16.15
completed 131/150, Solved: False, number of success = 21/131, acc = 16.03
completed 132/150, Solved: True, number of success = 22/132, acc = 16.67
completed 133/150, Solved: False, number of success = 22/133, acc = 16.54
completed 134/150, Solved: False, number of success = 22/134, acc = 16.42
completed 135/150, Solved: False, number of success = 22/135, acc = 16.3
completed 136/150, Solved: False, number of success = 22/136, acc = 16.18
completed 137/150, Solved: False, number of success = 22/137, acc = 16.06
completed 138/150, Solved: False, number of success = 22/138, acc = 15.94
completed 139/150, Solved: False, number of success = 22/139, acc = 15.83
completed 140/150, Solved: False, number of success = 22/140, acc = 15.71
completed 141/150, Solved: False, number of success = 22/141, acc = 15.6
completed 142/150, Solved: False, number of success = 22/142, acc = 15.49
completed 143/150, Solved: True, number of success = 23/143, acc = 16.08
completed 144/150, Solved: False, number of success = 23/144, acc = 15.97
completed 145/150, Solved: True, number of success = 24/145, acc = 16.55
completed 146/150, Solved: True, number of success = 25/146, acc = 17.12
completed 147/150, Solved: False, number of success = 25/147, acc = 17.01
completed 148/150, Solved: True, number of success = 26/148, acc = 17.57
completed 149/150, Solved: False, number of success = 26/149, acc = 17.45
completed 150/150, Solved: False, number of success = 26/150, acc = 17.33

##################################################
Experiment end results/APPS/CoT/gpt-4o/Python3-0.0-0.95-1/Run-1, Time: 2025-12-06 11:47:39.878063
###################################################

